,1,2,3,4,5,6,7,8,10,12,Year
Serbia,Poland,Georgia,Norway,Slovenia,Belarus,Ukraine,Australia,Bulgaria,Belgium,North Macedonia,2016
Slovenia,Georgia,Norway,Albania,Poland,Bulgaria,Australia,Belgium,Ukraine,North Macedonia,Serbia,2016
Switzerland,Denmark,Ireland,Bulgaria,North Macedonia,Ukraine,Australia,Poland,Belgium,Albania,Serbia,2016
Ukraine,Norway,Israel,Latvia,Belgium,Bulgaria,Lithuania,Australia,Georgia,Belarus,Poland,2016
Albania,Australia,Poland,Cyprus,Iceland,Finland,Greece,Moldova,Belgium,Sweden,Portugal,2017
Armenia,Montenegro,Poland,Australia,Sweden,Greece,Belgium,Portugal,Georgia,Moldova,Cyprus,2017
Australia,Azerbaijan,Finland,Greece,Belgium,Armenia,Cyprus,Montenegro,Sweden,Portugal,Moldova,2017
Austria,Belarus,Switzerland,Ireland,Netherlands,Israel,Serbia,Romania,Bulgaria,Croatia,Hungary,2017
Azerbaijan,Poland,Australia,Albania,Latvia,Montenegro,Sweden,Belgium,Portugal,Moldova,Georgia,2017
Belarus,Lithuania,Switzerland,Ireland,Croatia,Romania,Norway,Israel,Estonia,Hungary,Bulgaria,2017
Belgium,Australia,Slovenia,Finland,Cyprus,Sweden,Greece,Armenia,Poland,Moldova,Portugal,2017
Bulgaria,Netherlands,Estonia,Norway,Switzerland,Belarus,Croatia,Romania,Hungary,Israel,North Macedonia,2017
Croatia,Switzerland,Netherlands,Belarus,Austria,Israel,North Macedonia,Romania,Bulgaria,Serbia,Hungary,2017
Cyprus,Georgia,Australia,Poland,Belgium,Sweden,Portugal,Moldova,Armenia,Azerbaijan,Greece,2017
Czech Republic,Slovenia,Sweden,Finland,Cyprus,Armenia,Belgium,Portugal,Poland,Moldova,Azerbaijan,2017
Denmark,Switzerland,Estonia,Austria,Hungary,Ireland,Israel,Netherlands,Romania,Norway,Bulgaria,2017
Estonia,Lithuania,Netherlands,Norway,Israel,Croatia,Belarus,Ireland,Hungary,Bulgaria,Romania,2017
Finland,Latvia,Slovenia,Montenegro,Armenia,Iceland,Cyprus,Sweden,Moldova,Belgium,Portugal,2017
Georgia,Iceland,Greece,Poland,Sweden,Belgium,Moldova,Cyprus,Portugal,Armenia,Azerbaijan,2017
Greece,Finland,Poland,Sweden,Belgium,Albania,Georgia,Moldova,Armenia,Portugal,Cyprus,2017
Hungary,Switzerland,Belarus,Austria,Estonia,Norway,Netherlands,Romania,Israel,Croatia,Bulgaria,2017
Iceland,Latvia,Montenegro,Finland,Cyprus,Poland,Australia,Belgium,Moldova,Sweden,Portugal,2017
Ireland,Belarus,Norway,Estonia,Israel,Netherlands,Hungary,Croatia,Romania,Bulgaria,Lithuania,2017
Israel,Ireland,Switzerland,Austria,Netherlands,North Macedonia,Estonia,Hungary,Belarus,Romania,Bulgaria,2017
Latvia,Armenia,Azerbaijan,Poland,Iceland,Finland,Cyprus,Sweden,Moldova,Belgium,Portugal,2017
Lithuania,Switzerland,Croatia,Israel,Ireland,Hungary,Romania,Norway,Belarus,Bulgaria,Estonia,2017
Malta,Austria,Estonia,Netherlands,Ireland,Switzerland,Hungary,Romania,Croatia,Israel,Bulgaria,2017
Moldova,Sweden,Georgia,Poland,Armenia,Latvia,Portugal,Cyprus,Montenegro,Albania,Azerbaijan,2017
Montenegro,Australia,Belgium,Sweden,Greece,Cyprus,Azerbaijan,Portugal,Slovenia,Moldova,Albania,2017
Netherlands,Denmark,Ireland,Belarus,Croatia,Norway,Austria,Israel,Romania,Hungary,Bulgaria,2017
North Macedonia,Ireland,Netherlands,Romania,Estonia,Switzerland,Hungary,Israel,Croatia,Bulgaria,Serbia,2017
Norway,Croatia,Ireland,Netherlands,Denmark,Estonia,Hungary,Israel,Romania,Lithuania,Bulgaria,2017
Poland,Iceland,Greece,Slovenia,Finland,Sweden,Armenia,Cyprus,Belgium,Moldova,Portugal,2017
Portugal,Azerbaijan,Czech Republic,Cyprus,Slovenia,Greece,Georgia,Finland,Belgium,Sweden,Moldova,2017
Romania,Belarus,Norway,Estonia,Austria,Croatia,Ireland,Israel,Bulgaria,Switzerland,Hungary,2017
San Marino,Austria,Ireland,Netherlands,North Macedonia,Switzerland,Croatia,Israel,Romania,Hungary,Bulgaria,2017
Serbia,Austria,Belarus,Norway,Switzerland,Israel,Romania,Croatia,Bulgaria,North Macedonia,Hungary,2017
Slovenia,Albania,Finland,Australia,Cyprus,Sweden,Montenegro,Azerbaijan,Belgium,Moldova,Portugal,2017
Sweden,Montenegro,Australia,Armenia,Cyprus,Moldova,Poland,Iceland,Finland,Belgium,Portugal,2017
Switzerland,Estonia,Austria,North Macedonia,Netherlands,Israel,Bulgaria,Romania,Hungary,Croatia,Serbia,2017
Albania,Switzerland,Czech Republic,Austria,Israel,Bulgaria,Estonia,Azerbaijan,Finland,Greece,Cyprus,2018
Armenia,Croatia,Bulgaria,Belgium,Israel,Estonia,Austria,Czech Republic,Greece,Belarus,Cyprus,2018
Australia,Netherlands,San Marino,Hungary,Slovenia,Ukraine,Norway,Malta,Sweden,Moldova,Denmark,2018
Austria,Albania,Croatia,Estonia,Azerbaijan,Bulgaria,Israel,Cyprus,Switzerland,Czech Republic,Ireland,2018
Azerbaijan,Lithuania,Belgium,Estonia,Bulgaria,Austria,Ireland,Cyprus,Czech Republic,Israel,Belarus,2018
Belarus,Ireland,Belgium,Estonia,Austria,Bulgaria,Lithuania,Cyprus,Czech Republic,Israel,Armenia,2018
Belgium,Greece,Finland,Israel,Lithuania,Estonia,Armenia,Cyprus,Czech Republic,Austria,Ireland,2018
Bulgaria,Finland,Belarus,Czech Republic,Estonia,North Macedonia,Armenia,Israel,Austria,Greece,Cyprus,2018
Croatia,North Macedonia,Switzerland,Greece,Albania,Azerbaijan,Estonia,Austria,Ireland,Czech Republic,Cyprus,2018
Cyprus,Austria,Ireland,Lithuania,Armenia,Belarus,Estonia,Czech Republic,Israel,Bulgaria,Greece,2018
Czech Republic,Finland,Bulgaria,Albania,Ireland,Estonia,Austria,Cyprus,Armenia,Azerbaijan,Israel,2018
Denmark,Malta,Latvia,Slovenia,Poland,Ukraine,Moldova,Netherlands,Australia,Sweden,Norway,2018
Estonia,Israel,Switzerland,Belgium,Cyprus,Ireland,Belarus,Czech Republic,Austria,Lithuania,Finland,2018
Finland,Albania,Lithuania,Belarus,Switzerland,Cyprus,Ireland,Czech Republic,Austria,Israel,Estonia,2018
Georgia,Netherlands,Sweden,Denmark,Hungary,Norway,Russia,Latvia,Romania,Ukraine,Moldova,2018
Greece,Belarus,Israel,Azerbaijan,Ireland,Armenia,Czech Republic,Bulgaria,Estonia,Albania,Cyprus,2018
Hungary,Sweden,Serbia,Australia,Netherlands,Slovenia,Ukraine,Poland,Norway,Moldova,Denmark,2018
Iceland,Azerbaijan,Switzerland,Lithuania,Ireland,Cyprus,Estonia,Austria,Israel,Finland,Czech Republic,2018
Ireland,Albania,Switzerland,Bulgaria,Czech Republic,Israel,Finland,Cyprus,Austria,Estonia,Lithuania,2018
Israel,Switzerland,Belgium,Bulgaria,Ireland,Azerbaijan,Finland,Estonia,Austria,Cyprus,Czech Republic,2018
Latvia,Netherlands,Australia,Hungary,Norway,Georgia,Sweden,Denmark,Moldova,Ukraine,Russia,2018
Lithuania,Israel,Bulgaria,Finland,Ireland,Cyprus,Belarus,Czech Republic,Belgium,Austria,Estonia,2018
Malta,Poland,Ukraine,Russia,Moldova,Netherlands,Norway,Sweden,Denmark,Australia,San Marino,2018
Moldova,Hungary,Sweden,Netherlands,Denmark,Australia,Norway,Ukraine,Russia,Serbia,Romania,2018
Montenegro,Hungary,Netherlands,Denmark,Moldova,Norway,Sweden,Ukraine,Russia,Slovenia,Serbia,2018
Netherlands,Serbia,Ukraine,Slovenia,Australia,Poland,Sweden,Moldova,Hungary,Norway,Denmark,2018
North Macedonia,Switzerland,Finland,Israel,Greece,Azerbaijan,Czech Republic,Cyprus,Bulgaria,Croatia,Albania,2018
Norway,Serbia,Hungary,Slovenia,Ukraine,Moldova,Poland,Netherlands,Australia,Sweden,Denmark,2018
Poland,Netherlands,Moldova,Australia,Latvia,Sweden,Slovenia,Norway,Denmark,Hungary,Ukraine,2018
Romania,Russia,Sweden,Netherlands,Serbia,Ukraine,Norway,Australia,Denmark,Hungary,Moldova,2018
Russia,Australia,Slovenia,Georgia,Hungary,Sweden,Serbia,Denmark,Norway,Ukraine,Moldova,2018
San Marino,Russia,Netherlands,Slovenia,Australia,Sweden,Moldova,Norway,Hungary,Ukraine,Denmark,2018
Serbia,Sweden,Ukraine,Australia,Denmark,Moldova,Norway,Russia,Slovenia,Montenegro,Hungary,2018
Slovenia,Netherlands,Sweden,Ukraine,Australia,Hungary,Moldova,Montenegro,Denmark,Norway,Serbia,2018
Sweden,Hungary,Ukraine,Slovenia,Serbia,Moldova,Netherlands,Australia,Poland,Norway,Denmark,2018
Switzerland,Estonia,Greece,Czech Republic,Croatia,Finland,Ireland,Cyprus,Israel,Albania,Austria,2018
Ukraine,Latvia,Hungary,Russia,Sweden,Georgia,Slovenia,Poland,Norway,Denmark,Moldova,2018
Albania,Denmark,Russia,Croatia,Sweden,Lithuania,Switzerland,Azerbaijan,North Macedonia,Netherlands,Norway,2019
Armenia,Denmark,Croatia,Moldova,Sweden,Norway,North Macedonia,Malta,Switzerland,Netherlands,Russia,2019
Australia,Hungary,Belarus,Cyprus,Portugal,Poland,San Marino,Estonia,Greece,Czech Republic,Iceland,2019
Austria,Sweden,Denmark,Albania,Russia,North Macedonia,Netherlands,Azerbaijan,Croatia,Norway,Switzerland,2019
Azerbaijan,Croatia,Lithuania,Sweden,Albania,Norway,Malta,North Macedonia,Netherlands,Switzerland,Russia,2019
Belarus,Georgia,Portugal,Czech Republic,Serbia,Poland,Estonia,San Marino,Slovenia,Australia,Iceland,2019
Belgium,Cyprus,San Marino,Slovenia,Greece,Poland,Czech Republic,Iceland,Portugal,Australia,Estonia,2019
Croatia,Denmark,Malta,Russia,Sweden,Azerbaijan,Albania,Netherlands,Switzerland,Norway,North Macedonia,2019
Cyprus,Iceland,Czech Republic,Belgium,Australia,Serbia,Belarus,Estonia,San Marino,Georgia,Greece,2019
Czech Republic,Cyprus,Hungary,Belarus,Serbia,Slovenia,Iceland,Poland,Estonia,Australia,San Marino,2019
Denmark,North Macedonia,Moldova,Russia,Lithuania,Malta,Switzerland,Azerbaijan,Netherlands,Sweden,Norway,2019
Estonia,Belarus,Poland,Hungary,Belgium,Australia,Iceland,Slovenia,Czech Republic,San Marino,Finland,2019
Finland,Serbia,Hungary,Portugal,San Marino,Czech Republic,Poland,Slovenia,Australia,Estonia,Iceland,2019
Georgia,Czech Republic,Portugal,Serbia,Greece,Slovenia,Iceland,Belarus,Estonia,Cyprus,San Marino,2019
Greece,Czech Republic,Belarus,Estonia,San Marino,Slovenia,Serbia,Iceland,Australia,Georgia,Cyprus,2019
Hungary,Greece,Serbia,Cyprus,Czech Republic,Australia,Poland,Slovenia,Estonia,Iceland,San Marino,2019
Iceland,Belgium,Finland,Hungary,San Marino,Slovenia,Belarus,Estonia,Poland,Australia,Czech Republic,2019
Ireland,Romania,Denmark,Azerbaijan,Malta,Sweden,Switzerland,Russia,Netherlands,Norway,Lithuania,2019
Latvia,Croatia,Malta,Switzerland,Sweden,Denmark,Azerbaijan,Netherlands,Norway,Lithuania,Russia,2019
Lithuania,Malta,North Macedonia,Denmark,Switzerland,Sweden,Netherlands,Azerbaijan,Norway,Russia,Latvia,2019
Malta,Croatia,Denmark,Lithuania,Azerbaijan,Russia,North Macedonia,Sweden,Norway,Netherlands,Switzerland,2019
Moldova,Latvia,Armenia,Malta,Norway,Lithuania,Switzerland,Netherlands,Azerbaijan,Russia,Romania,2019
Montenegro,Greece,Estonia,Czech Republic,Cyprus,Belarus,Iceland,Australia,Slovenia,San Marino,Serbia,2019
Netherlands,Malta,Lithuania,Russia,Denmark,Armenia,North Macedonia,Azerbaijan,Switzerland,Sweden,Norway,2019
North Macedonia,Sweden,Switzerland,Norway,Malta,Azerbaijan,Armenia,Russia,Netherlands,Croatia,Albania,2019
Norway,North Macedonia,Albania,Malta,Russia,Netherlands,Azerbaijan,Switzerland,Denmark,Sweden,Lithuania,2019
Poland,Belgium,Belarus,Hungary,Serbia,Czech Republic,San Marino,Estonia,Slovenia,Australia,Iceland,2019
Portugal,Cyprus,Belgium,Serbia,Czech Republic,Greece,San Marino,Slovenia,Iceland,Australia,Estonia,2019
Romania,Sweden,Malta,Albania,North Macedonia,Norway,Netherlands,Switzerland,Russia,Azerbaijan,Moldova,2019
Russia,Lithuania,Sweden,Croatia,Switzerland,Moldova,North Macedonia,Netherlands,Norway,Armenia,Azerbaijan,2019
San Marino,Georgia,Serbia,Slovenia,Czech Republic,Poland,Australia,Iceland,Estonia,Cyprus,Greece,2019
Serbia,Czech Republic,Greece,Estonia,Belarus,San Marino,Iceland,Australia,Montenegro,Slovenia,Hungary,2019
Slovenia,Poland,Belarus,San Marino,Australia,Czech Republic,Hungary,Montenegro,Estonia,Iceland,Serbia,2019
Sweden,Croatia,Albania,Russia,Switzerland,Netherlands,North Macedonia,Lithuania,Azerbaijan,Denmark,Norway,2019
Switzerland,Lithuania,Denmark,Russia,Azerbaijan,Croatia,Netherlands,North Macedonia,Sweden,Norway,Albania,2019
Albania,Iceland,Denmark,Austria,Serbia,Finland,Portugal,San Marino,Bulgaria,Greece,Switzerland,2021
Australia,Azerbaijan,Ireland,Norway,Israel,Croatia,Cyprus,Russia,Lithuania,Malta,Ukraine,2021
Austria,Poland,Albania,Denmark,Bulgaria,Finland,Moldova,Portugal,Switzerland,Iceland,Serbia,2021
Azerbaijan,Sweden,Croatia,Lithuania,Cyprus,Romania,Malta,Ukraine,Russia,Norway,Israel,2021
Belgium,Romania,Russia,Cyprus,Israel,Azerbaijan,Norway,Sweden,Lithuania,Ukraine,Malta,2021
Bulgaria,Estonia,Georgia,Denmark,Albania,Portugal,Iceland,Switzerland,Greece,Serbia,Finland,2021
Croatia,North Macedonia,Norway,Lithuania,Israel,Slovenia,Cyprus,Malta,Azerbaijan,Russia,Ukraine,2021
Cyprus,Norway,Croatia,Sweden,Azerbaijan,Romania,Ukraine,Russia,Malta,Israel,Lithuania,2021
Czech Republic,Estonia,Greece,Denmark,Portugal,Serbia,Bulgaria,Switzerland,Finland,Iceland,Moldova,2021
Denmark,Georgia,San Marino,Greece,Austria,Bulgaria,Estonia,Switzerland,Portugal,Finland,Iceland,2021
Estonia,Latvia,Bulgaria,Georgia,San Marino,Portugal,Switzerland,Iceland,Denmark,Finland,Moldova,2021
Finland,San Marino,Greece,Albania,Bulgaria,Moldova,Portugal,Estonia,Denmark,Switzerland,Iceland,2021
Georgia,Serbia,Albania,Switzerland,Denmark,Latvia,Finland,Iceland,Bulgaria,Greece,San Marino,2021
Greece,Denmark,San Marino,Portugal,Serbia,Iceland,Bulgaria,Switzerland,Finland,Albania,Moldova,2021
Iceland,Poland,Austria,San Marino,Bulgaria,Greece,Moldova,Switzerland,Portugal,Finland,Denmark,2021
Ireland,Russia,Norway,Romania,Sweden,Israel,Cyprus,Croatia,Ukraine,Malta,Lithuania,2021
Israel,Belgium,Sweden,Croatia,Norway,Lithuania,Cyprus,Azerbaijan,Ukraine,Malta,Russia,2021
Latvia,Greece,Bulgaria,Georgia,Denmark,Portugal,Switzerland,Iceland,Finland,Estonia,Moldova,2021
Lithuania,Ireland,Israel,Azerbaijan,Cyprus,Sweden,Norway,Malta,Russia,Belgium,Ukraine,2021
Malta,Ireland,Russia,Romania,Ukraine,Israel,Norway,Lithuania,Azerbaijan,Sweden,Cyprus,2021
Moldova,Serbia,Albania,Estonia,Portugal,Bulgaria,Iceland,Poland,Finland,Switzerland,Greece,2021
North Macedonia,Israel,Belgium,Slovenia,Lithuania,Ukraine,Cyprus,Azerbaijan,Russia,Malta,Croatia,2021
Norway,Croatia,Belgium,Cyprus,Russia,Israel,Azerbaijan,Ukraine,Malta,Sweden,Lithuania,2021
Poland,Serbia,San Marino,Georgia,Bulgaria,Portugal,Denmark,Moldova,Switzerland,Iceland,Finland,2021
Portugal,Albania,Serbia,Georgia,Denmark,Bulgaria,Finland,Iceland,Switzerland,Greece,Moldova,2021
Romania,Belgium,North Macedonia,Norway,Cyprus,Russia,Lithuania,Azerbaijan,Malta,Israel,Ukraine,2021
Russia,Australia,Sweden,Belgium,Israel,Cyprus,Norway,Lithuania,Malta,Azerbaijan,Ukraine,2021
San Marino,Denmark,Albania,Portugal,Bulgaria,Greece,Switzerland,Serbia,Iceland,Finland,Moldova,2021
Serbia,Albania,Denmark,San Marino,Portugal,Switzerland,Bulgaria,Iceland,Greece,Finland,Moldova,2021
Slovenia,Cyprus,Sweden,Azerbaijan,Belgium,Malta,Norway,Russia,North Macedonia,Ukraine,Croatia,2021
Sweden,Azerbaijan,Croatia,Russia,Cyprus,Belgium,Israel,Ukraine,Malta,Lithuania,Norway,2021
Switzerland,Estonia,Greece,Bulgaria,Austria,Denmark,Finland,Iceland,Albania,Portugal,Serbia,2021
Ukraine,Australia,Norway,Sweden,Cyprus,Belgium,Russia,Israel,Malta,Azerbaijan,Lithuania,2021
