Country,Song,Artist,F/SF,Year,Points,R/O,Place,Contest_Location,Jury_1.0,Jury_2.0,Jury_3.0,Jury_4.0,Jury_5.0,Jury_6.0,Jury_7.0,Jury_8.0,Jury_10.0,Jury_12.0,Crowd_1,Crowd_2,Crowd_3,Crowd_4,Crowd_5,Crowd_6,Crowd_7,Crowd_8,Crowd_10,Crowd_12,No. of neighbours,Albania,Armenia,Australia,Austria,Azerbaijan,Belarus,Belgium,Bosnia & Herzegovina,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Hungary,Iceland,Ireland,Israel,Italy,Latvia,Lithuania,Luxembourg,Malta,Moldova,Monaco,Montenegro,Morocco,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Russia,San Marino,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,Turkey,Ukraine,United Kingdom
Latvia,Wolves Of The Sea,Pirates Of The Sea,Final,2008,83.0,14,12,Belgrade ,Finland,Iceland,France,Azerbaijan,Croatia,Norway,Denmark,Georgia,Ukraine,Russia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Latvia,Wolves Of The Sea,Pirates Of The Sea,Semi Final,2008,86.0,10,6,Belgrade ,Bulgaria,Iceland,Portugal,Malta,Belarus,Ukraine,Croatia,Denmark,Georgia,Lithuania,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lithuania,Nomads In The Night,Jeronimas Milius,Semi Final,2008,30.0,5,16,Belgrade ,Bulgaria,Iceland,Sweden,Portugal,Croatia,Belarus,Ukraine,Denmark,Georgia,Latvia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Malta,Vodka,Morena,Semi Final,2008,38.0,16,14,Belgrade ,Czech Republic,Bulgaria,Portugal,Denmark,Iceland,Latvia,Sweden,Ukraine,Georgia,Switzerland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,A Century Of Love,Geta Burlacu,Semi Final,2008,36.0,4,12,Belgrade ,Estonia,Slovenia,Norway,Greece,Armenia,Bosnia & Herzegovina,Russia,Finland,Azerbaijan,Romania,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Montenegro,Zauvijek Volim Te,Stefan Filipović,Semi Final,2008,23.0,1,14,Belgrade ,Ireland,Finland,Azerbaijan,Norway,Israel,Armenia,Greece,Russia,Slovenia,Bosnia & Herzegovina,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Netherlands,Your Heart Belongs To Me,Hind,Semi Final,2008,27.0,15,13,Belgrade ,Ireland,Russia,Romania,Azerbaijan,Norway,Israel,Bosnia & Herzegovina,Greece,Belgium,Armenia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Macedonia,Let Me Love You,"Tamara, Vrčak & Adrijan",Semi Final,2008,64.0,18,10,Belgrade ,Switzerland,Georgia,Denmark,Latvia,Czech Republic,Ukraine,Bulgaria,Turkey,Croatia,Albania,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Norway,Hold On Be Strong,Maria,Final,2008,182.0,25,5,Belgrade ,France,Turkey,Israel,Finland,Russia,Serbia,Sweden,Iceland,Bosnia & Herzegovina,Denmark,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Norway,Hold On Be Strong,Maria,Semi Final,2008,106.0,9,4,Belgrade ,Ireland,Poland,Armenia,Greece,Romania,Finland,Netherlands,Russia,Israel,Bosnia & Herzegovina,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Poland,For Life,Isis Gee,Final,2008,14.0,10,24,Belgrade ,France,Finland,Greece,Serbia,Israel,Russia,Azerbaijan,Norway,Ukraine,Armenia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
Poland,For Life,Isis Gee,Semi Final,2008,42.0,10,10,Belgrade ,Andorra,Slovenia,Romania,Israel,Finland,Greece,Norway,Russia,Azerbaijan,Armenia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
Portugal,Senhora Do Mar (Negras Águas),Vânia Fernandes,Final,2008,69.0,13,13,Belgrade ,Georgia,Norway,Croatia,Romania,Denmark,Russia,Iceland,Latvia,Spain,Ukraine,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Portugal,Senhora Do Mar (Negras Águas),Vânia Fernandes,Semi Final,2008,120.0,19,2,Belgrade ,Bulgaria,Albania,Sweden,Malta,Iceland,Croatia,Georgia,Denmark,Latvia,Ukraine,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Romania,Pe-o Margine De Lume,Nico & Vlad,Final,2008,45.0,1,20,Belgrade ,Croatia,Azerbaijan,Ukraine,Armenia,Norway,Israel,Serbia,Turkey,Russia,Greece,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Romania,Pe-o Margine De Lume,Nico & Vlad,Semi Final,2008,94.0,17,7,Belgrade ,Slovenia,Poland,Netherlands,Norway,Armenia,Israel,Azerbaijan,Russia,Moldova,Greece,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Russia,Believe,Dima Bilan,Final,2008,272.0,24,1,Belgrade ,Croatia,Turkey,Greece,Serbia,Norway,Israel,Georgia,Ukraine,Azerbaijan,Armenia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,16,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Russia,Believe,Dima Bilan,Semi Final,2008,135.0,18,3,Belgrade ,Romania,Slovenia,Poland,Finland,Moldova,Greece,Norway,Israel,Azerbaijan,Armenia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,16,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
San Marino,Complice,Miodio,Semi Final,2008,5.0,5,19,Belgrade ,Montenegro,Israel,Netherlands,Finland,Moldova,Romania,Norway,Armenia,Poland,Greece,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,Oro,Jelena Tomašević feat. Bora Dugic,Final,2008,160.0,23,6,Belgrade ,Portugal,Sweden,Croatia,Norway,Armenia,Ukraine,Israel,Greece,Russia,Bosnia & Herzegovina,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,8,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Slovenia,Vrag Naj Vzame,Rebeka Dremelj,Semi Final,2008,36.0,8,11,Belgrade ,Andorra,Norway,Finland,Israel,Armenia,Romania,Russia,Greece,Montenegro,Bosnia & Herzegovina,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Baila El Chiki Chiki,Rodolfo Chikilicuatre,Final,2008,55.0,22,16,Belgrade ,Sweden,Latvia,Greece,Iceland,Russia,Norway,Ukraine,Portugal,Armenia,Romania,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Sweden,Hero,Charlotte Perrelli,Final,2008,47.0,15,18,Belgrade ,Greece,Armenia,Latvia,France,Denmark,Serbia,Finland,Iceland,Bosnia & Herzegovina,Norway,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,Hero,Charlotte Perrelli,Semi Final,2008,54.0,2,12,Belgrade ,Georgia,North Macedonia,Ukraine,Croatia,Portugal,Turkey,Albania,Latvia,Iceland,Denmark,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,Era Stupendo,Paolo Meneguzzi,Semi Final,2008,47.0,7,13,Belgrade ,Ukraine,Cyprus,Sweden,Iceland,Denmark,Croatia,Turkey,North Macedonia,Albania,Portugal,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,Deli,Mor ve Ötesi,Final,2008,138.0,12,7,Belgrade ,Albania,Norway,Spain,Georgia,Russia,Bosnia & Herzegovina,Greece,Ukraine,Armenia,Azerbaijan,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,8,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,Deli,Mor ve Ötesi,Semi Final,2008,85.0,3,7,Belgrade ,Czech Republic,Sweden,Iceland,Cyprus,Croatia,Bulgaria,North Macedonia,Albania,Georgia,Ukraine,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,8,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Shady Lady,Ani Lorak,Final,2008,230.0,18,2,Belgrade ,Croatia,Greece,Portugal,Turkey,Israel,Norway,Armenia,Georgia,Azerbaijan,Russia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
Ukraine,Shady Lady,Ani Lorak,Semi Final,2008,152.0,4,1,Belgrade ,Iceland,Latvia,Albania,Denmark,Turkey,Bulgaria,Croatia,Portugal,Belarus,Georgia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
United Kingdom,Even If,Andy Abraham,Final,2008,14.0,2,25,Belgrade ,Spain,France,Denmark,Poland,Ukraine,Iceland,Norway,Turkey,Latvia,Greece,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,Carry Me In Your Dreams,Kejsi Tola,Final,2009,48.0,19,17,Moscow ,Sweden,France,Germany,Azerbaijan,Bosnia & Herzegovina,Iceland,Norway,United Kingdom,Turkey,Greece,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,Carry Me In Your Dreams,Kejsi Tola,Semi Final,2009,73.0,16,7,Moscow ,Croatia,Slovenia,Hungary,Slovakia,Denmark,Poland,Ireland,Norway,Netherlands,Greece,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andorra,La Teva Decisió (Get A Life),Susanne Georgi,Semi Final,2009,8.0,7,15,Moscow ,Montenegro,Switzerland,Finland,Romania,Turkey,Malta,Sweden,Israel,Iceland,Portugal,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,Jan Jan,Inga & Anush,Final,2009,92.0,9,10,Moscow ,Azerbaijan,Moldova,Ukraine,Turkey,Iceland,France,United Kingdom,Norway,Greece,Russia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Armenia,Jan Jan,Inga & Anush,Semi Final,2009,99.0,6,5,Moscow ,Belgium,Romania,Malta,Belarus,Montenegro,Bosnia & Herzegovina,Israel,Sweden,Turkey,Iceland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Azerbaijan,Always,AySel & Arash,Final,2009,207.0,11,3,Moscow ,Lithuania,Bosnia & Herzegovina,Romania,Estonia,Croatia,Russia,Moldova,Norway,Ukraine,Turkey,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Azerbaijan,Always,AySel & Arash,Semi Final,2009,180.0,12,2,Moscow ,Poland,Denmark,Estonia,Greece,Albania,Lithuania,Moldova,Hungary,Ukraine,Norway,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Belarus,Eyes That Never Lie,Petr Elfimov,Semi Final,2009,25.0,4,13,Moscow ,Romania,Switzerland,Montenegro,Israel,Bosnia & Herzegovina,Turkey,Sweden,Malta,Armenia,Iceland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Belgium,Copycat,Copycat,Semi Final,2009,1.0,3,17,Moscow ,Finland,Romania,Israel,Sweden,Bosnia & Herzegovina,Portugal,Iceland,Malta,Armenia,Turkey,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia & Herzegovina,Bistra Voda,Regina,Final,2009,106.0,12,9,Moscow ,Portugal,Germany,Azerbaijan,United Kingdom,Greece,France,Turkey,Israel,Norway,Croatia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bosnia & Herzegovina,Bistra Voda,Regina,Semi Final,2009,125.0,18,3,Moscow ,Armenia,Switzerland,Portugal,Sweden,Malta,Romania,Iceland,North Macedonia,Montenegro,Turkey,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bulgaria,Illusion,Krassimir Avramov,Semi Final,2009,7.0,11,16,Moscow ,Belarus,Portugal,Malta,Israel,Romania,Iceland,Bosnia & Herzegovina,Armenia,North Macedonia,Turkey,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Croatia,Lijepa Tena,Igor Cukrov feat. Andrea,Final,2009,45.0,5,18,Moscow ,Turkey,Iceland,Moldova,United Kingdom,Albania,Estonia,Greece,Norway,Azerbaijan,Bosnia & Herzegovina,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Croatia,Lijepa Tena,Igor Cukrov feat. Andrea,Semi Final,2009,33.0,1,13,Moscow ,Ireland,Denmark,Greece,Estonia,Moldova,Azerbaijan,Slovenia,Norway,Albania,Serbia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Cyprus,Firefly,Christina Metaxa,Semi Final,2009,32.0,7,14,Moscow ,Lithuania,Croatia,Denmark,Serbia,Estonia,Ukraine,Moldova,Norway,Azerbaijan,Greece,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Czech Republic,Aven Romale,Gipsy.cz,Semi Final,2009,0.0,2,18,Moscow ,Belarus,Portugal,North Macedonia,Israel,Turkey,Sweden,Malta,Bosnia & Herzegovina,Iceland,Armenia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Denmark,Believe Again,Brinck,Final,2009,74.0,16,13,Moscow ,Lithuania,France,United Kingdom,Sweden,Estonia,Turkey,Germany,Azerbaijan,Iceland,Norway,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,Believe Again,Brinck,Semi Final,2009,69.0,9,8,Moscow ,Netherlands,Greece,Poland,Estonia,Lithuania,Albania,Cyprus,Azerbaijan,Ireland,Norway,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Rändajad,Urban Symphony,Final,2009,129.0,15,6,Moscow ,Albania,Lithuania,Portugal,Finland,Israel,Sweden,Azerbaijan,Iceland,Russia,Norway,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Estonia,Rändajad,Urban Symphony,Semi Final,2009,115.0,18,3,Moscow ,Latvia,Moldova,Ukraine,Ireland,Greece,Cyprus,Lithuania,Denmark,Azerbaijan,Norway,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Finland,Lose Control,Waldo's People,Final,2009,22.0,24,25,Moscow ,Armenia,Azerbaijan,Malta,France,Turkey,Bosnia & Herzegovina,Sweden,Norway,Iceland,Estonia,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Finland,Lose Control,Waldo's People,Semi Final,2009,42.0,15,12,Moscow ,Armenia,Portugal,Malta,Belarus,Switzerland,Israel,Turkey,Bosnia & Herzegovina,Sweden,Iceland,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,No Crowd,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
